date,market_id,grade,price,price_log,price_detrended,price_diff,price_standardized
2019-04-23,101,med2,9750,9.185022563991893,9.185022563991893,-0.025317807984290397,-4.807315347240164
2019-04-23,102,low1,10500,9.259130536145614,9.259130536145614,0.0,-0.03927709356524797
2019-04-23,102,low2,10250,9.235032984566555,9.235032984566555,0.0,-0.04270287320246725
2019-04-23,102,med1,10750,9.28266103355581,9.28266103355581,0.0,-0.05975063318383464
2019-04-23,102,med2,10750,9.28266103355581,9.28266103355581,0.0,-0.052974151906747396
2019-04-23,103,low1,9450,9.153770020487789,9.153770020487789,0.0,-0.05659820950371767
2019-04-23,103,low2,9300,9.137769679141348,9.137769679141348,0.0,-0.05804731720435371
2019-04-23,103,med1,10150,9.225228984469933,9.225228984469933,0.0,-0.05828540424941507
2019-04-23,103,med2,9950,9.205327830152639,9.205327830152639,0.0,-0.05188528380423249
2019-04-23,104,low1,9150,9.121509158269568,9.121509158269568,0.0,-0.04238291402943764
2019-04-23,104,low2,9150,9.121509158269568,9.121509158269568,0.0,-0.050335133159254884
2019-04-23,104,med1,10450,9.254357257392957,9.254357257392957,0.0,-0.050208784162481236
2019-04-23,104,med2,10000,9.210340371976184,9.210340371976184,0.0,-0.04985045137803932
2019-04-23,105,low1,9800,9.190137664658664,9.190137664658664,0.0,-0.010538456176155522
2019-04-23,105,low2,9000,9.104979856318357,9.104979856318357,0.0,-0.02139257604545985
2019-04-23,105,med1,11500,9.350102314351341,9.350102314351341,0.0,-0.05360668352007279
2019-04-23,105,med2,11000,9.305650551780507,9.305650551780507,0.0,-0.059584947857873154
2019-04-23,106,low1,9500,9.159047077588632,9.159047077588632,0.0,-0.012585115218624304
2019-04-23,106,low2,9250,9.132378830506472,9.132378830506472,0.0,-0.016726704912057102
2019-04-23,106,med1,11000,9.305650551780507,9.305650551780507,0.0,-0.0525843725488721
2019-04-23,106,med2,10000,9.210340371976184,9.210340371976184,0.0,-0.06475209118478126
2019-04-24,101,low1,9600,9.169518377455928,9.169518377455928,0.0,-0.03600645519207063
2019-04-24,101,low2,9600,9.169518377455928,9.169518377455928,0.0,-0.03707954909870042
2019-04-24,101,med1,10000,9.210340371976184,9.210340371976184,0.0,-0.040746078598962676
2019-04-24,101,med2,9750,9.185022563991893,9.185022563991893,0.0,-0.0471723646392856
2019-04-24,102,low1,10500,9.259130536145614,9.259130536145614,0.0,-0.03927709356524797
2019-04-24,102,low2,10250,9.235032984566555,9.235032984566555,0.0,-0.04270287320246725
2019-04-24,102,med1,10750,9.28266103355581,9.28266103355581,0.0,-0.05975063318383464
2019-04-24,102,med2,10750,9.28266103355581,9.28266103355581,0.0,-0.052974151906747396
2019-04-24,103,low1,9450,9.153770020487789,9.153770020487789,0.0,-0.05659820950371767
2019-04-24,103,low2,9300,9.137769679141348,9.137769679141348,0.0,-0.05804731720435371
2019-04-24,103,med1,10150,9.225228984469933,9.225228984469933,0.0,-0.05828540424941507
2019-04-24,103,med2,9950,9.205327830152639,9.205327830152639,0.0,-0.05188528380423249
2019-04-24,104,low1,9150,9.121509158269568,9.121509158269568,0.0,-0.04238291402943764
2019-04-24,104,low2,9150,9.121509158269568,9.121509158269568,0.0,-0.050335133159254884
2019-04-24,104,med1,10450,9.254357257392957,9.254357257392957,0.0,-0.050208784162481236
2019-04-24,104,med2,10000,9.210340371976184,9.210340371976184,0.0,-0.04985045137803932
2019-04-24,105,low1,9800,9.190137664658664,9.190137664658664,0.0,-0.010538456176155522
2019-04-24,105,low2,9000,9.104979856318357,9.104979856318357,0.0,-0.02139257604545985
2019-04-24,105,med1,11500,9.350102314351341,9.350102314351341,0.0,-0.05360668352007279
2019-04-24,105,med2,11000,9.305650551780507,9.305650551780507,0.0,-0.059584947857873154
2019-04-24,106,low1,9500,9.159047077588632,9.159047077588632,0.0,-0.012585115218624304
2019-04-24,106,low2,9250,9.132378830506472,9.132378830506472,0.0,-0.016726704912057102
2019-04-24,106,med1,11000,9.305650551780507,9.305650551780507,0.0,-0.0525843725488721
2019-04-24,106,med2,10000,9.210340371976184,9.210340371976184,0.0,-0.06475209118478126
2019-04-25,101,low1,9600,9.169518377455928,9.169518377455928,0.0,-0.03600645519207063
2019-04-25,101,low2,9600,9.169518377455928,9.169518377455928,0.0,-0.03707954909870042
2019-04-25,101,med1,10000,9.210340371976184,9.210340371976184,0.0,-0.040746078598962676
2019-04-25,101,med2,9750,9.185022563991893,9.185022563991893,0.0,-0.0471723646392856
2019-04-25,102,low1,10500,9.259130536145614,9.259130536145614,0.0,-0.03927709356524797
2019-04-25,102,low2,10250,9.235032984566555,9.235032984566555,0.0,-0.04270287320246725
2019-04-25,102,med1,10750,9.28266103355581,9.28266103355581,0.0,-0.05975063318383464
2019-04-25,102,med2,10750,9.28266103355581,9.28266103355581,0.0,-0.052974151906747396
2019-04-25,103,low1,9450,9.153770020487789,9.153770020487789,0.0,-0.05659820950371767
2019-04-25,103,low2,9300,9.137769679141348,9.137769679141348,0.0,-0.05804731720435371
2019-04-25,103,med1,10150,9.225228984469933,9.225228984469933,0.0,-0.05828540424941507
2019-04-25,103,med2,9950,9.205327830152639,9.205327830152639,0.0,-0.05188528380423249
2019-04-25,104,low1,9150,9.121509158269568,9.121509158269568,0.0,-0.04238291402943764
2019-04-25,104,low2,9150,9.121509158269568,9.121509158269568,0.0,-0.050335133159254884
2019-04-25,104,med1,10450,9.254357257392957,9.254357257392957,0.0,-0.050208784162481236
2019-04-25,104,med2,10000,9.210340371976184,9.210340371976184,0.0,-0.04985045137803932
2019-04-25,105,low1,9800,9.190137664658664,9.190137664658664,0.0,-0.010538456176155522
2019-04-25,105,low2,9000,9.104979856318357,9.104979856318357,0.0,-0.02139257604545985
2019-04-25,105,med1,11350,9.336973022909548,9.336973022909548,-0.013129291441792645,-4.5779063840149
2019-04-25,105,med2,11000,9.305650551780507,9.305650551780507,0.0,-0.059584947857873154
2019-04-25,106,low1,9500,9.159047077588632,9.159047077588632,0.0,-0.012585115218624304
2019-04-25,106,low2,9250,9.132378830506472,9.132378830506472,0.0,-0.016726704912057102
2019-04-25,106,med1,11000,9.305650551780507,9.305650551780507,0.0,-0.0525843725488721
2019-04-25,106,med2,10000,9.210340371976184,9.210340371976184,0.0,-0.06475209118478126
2019-04-26,101,low1,9600,9.169518377455928,9.169518377455928,0.0,-0.03600645519207063
2019-04-26,101,low2,9600,9.169518377455928,9.169518377455928,0.0,-0.03707954909870042
2019-04-26,101,med1,10000,9.210340371976184,9.210340371976184,0.0,-0.040746078598962676
2019-04-26,101,med2,9750,9.185022563991893,9.185022563991893,0.0,-0.0471723646392856
2019-04-26,102,low1,10500,9.259130536145614,9.259130536145614,0.0,-0.03927709356524797
2019-04-26,102,low2,10250,9.235032984566555,9.235032984566555,0.0,-0.04270287320246725
2019-04-26,102,med1,10750,9.28266103355581,9.28266103355581,0.0,-0.05975063318383464
2019-04-26,102,med2,10750,9.28266103355581,9.28266103355581,0.0,-0.052974151906747396
2019-04-26,103,low1,9450,9.153770020487789,9.153770020487789,0.0,-0.05659820950371767
2019-04-26,103,low2,9300,9.137769679141348,9.137769679141348,0.0,-0.05804731720435371
2019-04-26,103,med1,10150,9.225228984469933,9.225228984469933,0.0,-0.05828540424941507
2019-04-26,103,med2,9950,9.205327830152639,9.205327830152639,0.0,-0.05188528380423249
2019-04-26,104,low1,9150,9.121509158269568,9.121509158269568,0.0,-0.04238291402943764
2019-04-26,104,low2,9150,9.121509158269568,9.121509158269568,0.0,-0.050335133159254884
2019-04-26,104,med1,10450,9.254357257392957,9.254357257392957,0.0,-0.050208784162481236
2019-04-26,104,med2,10000,9.210340371976184,9.210340371976184,0.0,-0.04985045137803932
2019-04-26,105,low1,9800,9.190137664658664,9.190137664658664,0.0,-0.010538456176155522
2019-04-26,105,low2,9000,9.104979856318357,9.104979856318357,0.0,-0.02139257604545985
2019-04-26,105,med1,11350,9.336973022909548,9.336973022909548,0.0,-0.05360668352007279
2019-04-26,105,med2,11000,9.305650551780507,9.305650551780507,0.0,-0.059584947857873154
2019-04-26,106,low1,9500,9.159047077588632,9.159047077588632,0.0,-0.012585115218624304
2019-04-26,106,low2,9250,9.132378830506472,9.132378830506472,0.0,-0.016726704912057102
2019-04-26,106,med1,11000,9.305650551780507,9.305650551780507,0.0,-0.0525843725488721
2019-04-26,106,med2,10000,9.210340371976184,9.210340371976184,0.0,-0.06475209118478126
2019-04-29,101,low1,9600,9.169518377455928,9.169518377455928,0.0,-0.03600645519207063
2019-04-29,101,low2,9600,9.169518377455928,9.169518377455928,0.0,-0.03707954909870042
2019-04-29,101,med1,10000,9.210340371976184,9.210340371976184,0.0,-0.040746078598962676
2019-04-29,101,med2,9750,9.185022563991893,9.185022563991893,0.0,-0.0471723646392856
2019-04-29,102,low1,10500,9.259130536145614,9.259130536145614,0.0,-0.03927709356524797
2019-04-29,102,low2,10250,9.235032984566555,9.235032984566555,0.0,-0.04270287320246725
2019-04-29,102,med1,10750,9.28266103355581,9.28266103355581,0.0,-0.05975063318383464
2019-04-29,102,med2,10750,9.28266103355581,9.28266103355581,0.0,-0.052974151906747396
2019-04-29,103,low1,9450,9.153770020487789,9.153770020487789,0.0,-0.05659820950371767
2019-04-29,103,low2,9300,9.137769679141348,9.137769679141348,0.0,-0.05804731720435371
2019-04-29,103,med1,10150,9.225228984469933,9.225228984469933,0.0,-0.05828540424941507
2019-04-29,103,med2,9950,9.205327830152639,9.205327830152639,0.0,-0.05188528380423249
2019-04-29,104,low1,9150,9.121509158269568,9.121509158269568,0.0,-0.04238291402943764
2019-04-29,104,low2,9150,9.121509158269568,9.121509158269568,0.0,-0.050335133159254884
2019-04-29,104,med1,10450,9.254357257392957,9.254357257392957,0.0,-0.050208784162481236
2019-04-29,104,med2,10000,9.210340371976184,9.210340371976184,0.0,-0.04985045137803932
2019-04-29,105,low1,9800,9.190137664658664,9.190137664658664,0.0,-0.010538456176155522
2019-04-29,105,low2,9000,9.104979856318357,9.104979856318357,0.0,-0.02139257604545985
2019-04-29,105,med1,11350,9.336973022909548,9.336973022909548,0.0,-0.05360668352007279
2019-04-29,105,med2,11000,9.305650551780507,9.305650551780507,0.0,-0.059584947857873154
2019-04-29,106,low1,9500,9.159047077588632,9.159047077588632,0.0,-0.012585115218624304
2019-04-29,106,low2,9250,9.132378830506472,9.132378830506472,0.0,-0.016726704912057102
2019-04-29,106,med1,11000,9.305650551780507,9.305650551780507,0.0,-0.0525843725488721
2019-04-29,106,med2,10000,9.210340371976184,9.210340371976184,0.0,-0.06475209118478126
2019-04-30,101,low1,9600,9.169518377455928,9.169518377455928,0.0,-0.03600645519207063
2019-04-30,101,low2,9600,9.169518377455928,9.169518377455928,0.0,-0.03707954909870042
2019-04-30,101,med1,10000,9.210340371976184,9.210340371976184,0.0,-0.040746078598962676
2019-04-30,101,med2,9750,9.185022563991893,9.185022563991893,0.0,-0.0471723646392856
2019-04-30,102,low1,10500,9.259130536145614,9.259130536145614,0.0,-0.03927709356524797
2019-04-30,102,low2,10250,9.235032984566555,9.235032984566555,0.0,-0.04270287320246725
2019-04-30,102,med1,10750,9.28266103355581,9.28266103355581,0.0,-0.05975063318383464
2019-04-30,102,med2,10750,9.28266103355581,9.28266103355581,0.0,-0.052974151906747396
2019-04-30,103,low1,9450,9.153770020487789,9.153770020487789,0.0,-0.05659820950371767
2019-04-30,103,low2,9300,9.137769679141348,9.137769679141348,0.0,-0.05804731720435371
2019-04-30,103,med1,10150,9.225228984469933,9.225228984469933,0.0,-0.05828540424941507
2019-04-30,103,med2,9950,9.205327830152639,9.205327830152639,0.0,-0.05188528380423249
2019-04-30,104,low1,9150,9.121509158269568,9.121509158269568,0.0,-0.04238291402943764
2019-04-30,104,low2,9150,9.121509158269568,9.121509158269568,0.0,-0.050335133159254884
2019-04-30,104,med1,10450,9.254357257392957,9.254357257392957,0.0,-0.050208784162481236
2019-04-30,104,med2,10000,9.210340371976184,9.210340371976184,0.0,-0.04985045137803932
2019-04-30,105,low1,9800,9.190137664658664,9.190137664658664,0.0,-0.010538456176155522
2019-04-30,105,low2,9000,9.104979856318357,9.104979856318357,0.0,-0.02139257604545985
2019-04-30,105,med1,11350,9.336973022909548,9.336973022909548,0.0,-0.05360668352007279
2019-04-30,105,med2,11000,9.305650551780507,9.305650551780507,0.0,-0.059584947857873154
2019-04-30,106,low1,9500,9.159047077588632,9.159047077588632,0.0,-0.012585115218624304
2019-04-30,106,low2,9250,9.132378830506472,9.132378830506472,0.0,-0.016726704912057102
2019-04-30,106,med1,11000,9.305650551780507,9.305650551780507,0.0,-0.0525843725488721
2019-04-30,106,med2,10000,9.210340371976184,9.210340371976184,0.0,-0.06475209118478126
2019-05-02,101,low1,9600,9.169518377455928,9.169518377455928,0.0,-0.03600645519207063
2019-05-02,101,low2,9600,9.169518377455928,9.169518377455928,0.0,-0.03707954909870042
2019-05-02,101,med1,10000,9.210340371976184,9.210340371976184,0.0,-0.040746078598962676
2019-05-02,101,med2,9750,9.185022563991893,9.185022563991893,0.0,-0.0471723646392856
2019-05-02,102,low1,10500,9.259130536145614,9.259130536145614,0.0,-0.03927709356524797
2019-05-02,102,low2,10250,9.235032984566555,9.235032984566555,0.0,-0.04270287320246725
2019-05-02,102,med1,10750,9.28266103355581,9.28266103355581,0.0,-0.05975063318383464
2019-05-02,102,med2,10750,9.28266103355581,9.28266103355581,0.0,-0.052974151906747396
2019-05-02,103,low1,9450,9.153770020487789,9.153770020487789,0.0,-0.05659820950371767
2019-05-02,103,low2,9300,9.137769679141348,9.137769679141348,0.0,-0.05804731720435371
2019-05-02,103,med1,10150,9.225228984469933,9.225228984469933,0.0,-0.05828540424941507
2019-05-02,103,med2,9950,9.205327830152639,9.205327830152639,0.0,-0.05188528380423249
2019-05-02,104,low1,9300,9.137769679141348,9.137769679141348,0.016260520871780315,2.567552296411533
2019-05-02,104,low2,9300,9.137769679141348,9.137769679141348,0.016260520871780315,3.0492968615480542
2019-05-02,104,med1,10800,9.287301413112312,9.287301413112312,0.032944155719354384,7.172633134480869
2019-05-02,104,med2,10000,9.210340371976184,9.210340371976184,0.0,-0.04985045137803932
2019-05-02,105,low1,9800,9.190137664658664,9.190137664658664,0.0,-0.010538456176155522
2019-05-02,105,low2,9000,9.104979856318357,9.104979856318357,0.0,-0.02139257604545985
2019-05-02,105,med1,11350,9.336973022909548,9.336973022909548,0.0,-0.05360668352007279
2019-05-02,105,med2,11000,9.305650551780507,9.305650551780507,0.0,-0.059584947857873154
2019-05-02,106,low1,9500,9.159047077588632,9.159047077588632,0.0,-0.012585115218624304
2019-05-02,106,low2,9250,9.132378830506472,9.132378830506472,0.0,-0.016726704912057102
2019-05-02,106,med1,11000,9.305650551780507,9.305650551780507,0.0,-0.0525843725488721
2019-05-02,106,med2,10000,9.210340371976184,9.210340371976184,0.0,-0.06475209118478126
2019-05-03,101,low1,9600,9.169518377455928,9.169518377455928,0.0,-0.03600645519207063
2019-05-03,101,low2,9600,9.169518377455928,9.169518377455928,0.0,-0.03707954909870042
2019-05-03,101,med1,10000,9.210340371976184,9.210340371976184,0.0,-0.040746078598962676
2019-05-03,101,med2,9750,9.185022563991893,9.185022563991893,0.0,-0.0471723646392856
2019-05-03,102,low1,10500,9.259130536145614,9.259130536145614,0.0,-0.03927709356524797
2019-05-03,102,low2,10250,9.235032984566555,9.235032984566555,0.0,-0.04270287320246725
2019-05-03,102,med1,10750,9.28266103355581,9.28266103355581,0.0,-0.05975063318383464
2019-05-03,102,med2,10750,9.28266103355581,9.28266103355581,0.0,-0.052974151906747396
2019-05-03,103,low1,9450,9.153770020487789,9.153770020487789,0.0,-0.05659820950371767
2019-05-03,103,low2,9300,9.137769679141348,9.137769679141348,0.0,-0.05804731720435371
2019-05-03,103,med1,10150,9.225228984469933,9.225228984469933,0.0,-0.05828540424941507
2019-05-03,103,med2,9950,9.205327830152639,9.205327830152639,0.0,-0.05188528380423249
2019-05-03,104,low1,9300,9.137769679141348,9.137769679141348,0.0,-0.04238291402943764
2019-05-03,104,low2,9300,9.137769679141348,9.137769679141348,0.0,-0.050335133159254884
2019-05-03,104,med1,10800,9.287301413112312,9.287301413112312,0.0,-0.050208784162481236
2019-05-03,104,med2,10000,9.210340371976184,9.210340371976184,0.0,-0.04985045137803932
2019-05-03,105,low1,9800,9.190137664658664,9.190137664658664,0.0,-0.010538456176155522
2019-05-03,105,low2,9000,9.104979856318357,9.104979856318357,0.0,-0.02139257604545985
2019-05-03,105,med1,11350,9.336973022909548,9.336973022909548,0.0,-0.05360668352007279
2019-05-03,105,med2,11000,9.305650551780507,9.305650551780507,0.0,-0.059584947857873154
2019-05-03,106,low1,9500,9.159047077588632,9.159047077588632,0.0,-0.012585115218624304
2019-05-03,106,low2,9250,9.132378830506472,9.132378830506472,0.0,-0.016726704912057102
2019-05-03,106,med1,11000,9.305650551780507,9.305650551780507,0.0,-0.0525843725488721
2019-05-03,106,med2,10000,9.210340371976184,9.210340371976184,0.0,-0.06475209118478126
2019-05-06,101,low1,9600,9.169518377455928,9.169518377455928,0.0,-0.03600645519207063
2019-05-06,101,low2,9600,9.169518377455928,9.169518377455928,0.0,-0.03707954909870042
2019-05-06,101,med1,10000,9.210340371976184,9.210340371976184,0.0,-0.040746078598962676
2019-05-06,101,med2,9750,9.185022563991893,9.185022563991893,0.0,-0.0471723646392856
2019-05-06,102,low1,10500,9.259130536145614,9.259130536145614,0.0,-0.03927709356524797
2019-05-06,102,low2,10250,9.235032984566555,9.235032984566555,0.0,-0.04270287320246725
2019-05-06,102,med1,10750,9.28266103355581,9.28266103355581,0.0,-0.05975063318383464
2019-05-06,102,med2,10750,9.28266103355581,9.28266103355581,0.0,-0.052974151906747396
2019-05-06,103,low1,9450,9.153770020487789,9.153770020487789,0.0,-0.05659820950371767
2019-05-06,103,low2,9300,9.137769679141348,9.137769679141348,0.0,-0.05804731720435371
2019-05-06,103,med1,10150,9.225228984469933,9.225228984469933,0.0,-0.05828540424941507
2019-05-06,103,med2,9950,9.205327830152639,9.205327830152639,0.0,-0.05188528380423249
2019-05-06,104,low1,9300,9.137769679141348,9.137769679141348,0.0,-0.04238291402943764
2019-05-06,104,low2,9300,9.137769679141348,9.137769679141348,0.0,-0.050335133159254884
2019-05-06,104,med1,10800,9.287301413112312,9.287301413112312,0.0,-0.050208784162481236
2019-05-06,104,med2,10000,9.210340371976184,9.210340371976184,0.0,-0.04985045137803932
2019-05-06,105,low1,9800,9.190137664658664,9.190137664658664,0.0,-0.010538456176155522
2019-05-06,105,low2,9000,9.104979856318357,9.104979856318357,0.0,-0.02139257604545985
2019-05-06,105,med1,11350,9.336973022909548,9.336973022909548,0.0,-0.05360668352007279
